Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
20-06-2022,2,167,Ground out of 1,Super Area,"Hari Hara Puram, B N Reddy Nagar",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9500
25-05-2022,1,500,2 out of 2,Super Area,in Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,6500
07-05-2022,1,600,Ground out of 4,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,10000
22-06-2022,1,600,1 out of 4,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8000
12-05-2022,1,200,Ground out of 2,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3300
10-06-2022,2,600,1 out of 2,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,12000
18-06-2022,2,900,2 out of 4,Super Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
08-07-2022,2,800,Ground out of 6,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
31-05-2022,3,1000,2 out of 4,Carpet Area,Opposite andhra mahila sabha,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
14-06-2022,3,3200,11 out of 15,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent,70000
05-05-2022,2,1400,Ground out of 1,Super Area,Bheeram guda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,10000
06-05-2022,1,550,Ground out of 2,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8500
08-06-2022,1,540,4 out of 4,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Unfurnished,Family,1,Contact Owner,8000
14-06-2022,1,400,Ground out of 3,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8000
19-05-2022,2,1225,2 out of 4,Super Area,"Sun City, Bandlaguda, Chevella Road",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,13000
29-06-2022,3,1430,1 out of 1,Carpet Area,Dr A.S. Rao Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,15500
08-07-2022,2,1200,2 out of 25,Super Area,Nanakaramguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,30000
18-06-2022,2,1197,Ground out of 2,Super Area,Dammaiguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
06-07-2022,2,1150,2 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,18000
06-05-2022,1,500,4 out of 5,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,12000
25-05-2022,2,1200,Ground out of 2,Carpet Area,"Gandhamguda, Bairagiguda",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000
10-06-2022,1,500,2 out of 4,Super Area,Gajularamaram,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,6000
29-05-2022,3,1600,3 out of 6,Super Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,32000
06-07-2022,2,1100,1 out of 5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,36000
02-07-2022,2,1220,1 out of 6,Super Area,Masab Tank,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,17000
02-06-2022,3,1500,2 out of 5,Super Area,"Habsiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,20000
18-06-2022,1,500,4 out of 4,Super Area,KPHB Road,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,9000
24-06-2022,2,850,2 out of 3,Super Area,Dellapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9500
20-05-2022,2,1000,2 out of 3,Super Area,"B N Reddy Nagar, Nagarjuna Sagar Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,7000
18-05-2022,3,100,1 out of 1,Carpet Area,Masab Tank,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,17000
14-06-2022,2,1140,Ground out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,19500
25-05-2022,2,1100,2 out of 3,Super Area,Masab Tank,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,25000
06-06-2022,3,1400,3 out of 4,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
06-07-2022,2,1350,3 out of 5,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
08-06-2022,2,180,Ground out of 2,Carpet Area,"Kachiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
16-05-2022,2,1250,2 out of 6,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,13000
14-06-2022,2,1300,2 out of 5,Super Area,Peeramcheru,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
09-07-2022,2,840,2 out of 4,Super Area,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
03-05-2022,2,1200,1 out of 3,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,7500
20-05-2022,2,700,3 out of 4,Super Area,"Habsiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,13000
29-05-2022,4,2700,11 out of 13,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,4,Contact Owner,52000
10-07-2022,2,1100,1 out of 12,Carpet Area,"Miyapur, NH 9",Hyderabad,Furnished,Family,2,Contact Agent,22000
28-04-2022,2,1000,Ground out of 2,Carpet Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,18000
06-06-2022,2,1000,1 out of 2,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,7000
08-06-2022,3,1600,2 out of 5,Super Area,Attapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner,16500
24-05-2022,3,1550,1 out of 5,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,13000
25-06-2022,1,600,Ground out of 4,Super Area,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,6000
06-07-2022,1,500,1 out of 2,Super Area,RTC Cross Road,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,6000
10-07-2022,2,1100,4 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,21000
07-05-2022,3,1000,2 out of 2,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Furnished,Family,2,Contact Owner,10000
09-05-2022,2,1000,2 out of 2,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
02-07-2022,3,1800,5 out of 5,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,30000
10-07-2022,2,1300,3 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,15000
12-05-2022,2,1100,Ground out of 2,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
12-05-2022,2,950,2 out of 3,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9000
01-07-2022,2,1000,2 out of 3,Carpet Area,Rock Town Colony,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,10000
20-05-2022,2,1200,1 out of 3,Super Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8000
18-06-2022,6,2800,Ground out of 3,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,7,Contact Owner,60000
29-06-2022,2,550,2 out of 4,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8000
10-06-2022,2,1000,2 out of 16,Carpet Area,Medipally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8500
12-05-2022,2,800,2 out of 4,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,7500
18-06-2022,2,600,Ground out of 2,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5000
02-07-2022,3,1800,5 out of 5,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Family,3,Contact Owner,30000
01-05-2022,1,500,1 out of 3,Super Area,"Champapet, Koti",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,7500
12-06-2022,2,1000,2 out of 4,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
10-06-2022,2,1100,3 out of 4,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15500
29-04-2022,3,1450,4 out of 7,Super Area,"Lingampally-Serilingampally, NH 2 2",Hyderabad,Semi-Furnished,Family,2,Contact Owner,26000
26-05-2022,1,550,2 out of 3,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000
30-06-2022,2,933,2 out of 5,Super Area,Kompally,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,12000
02-07-2022,3,1100,1 out of 10,Carpet Area,Prashanth Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
18-06-2022,2,1030,3 out of 6,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Family,2,Contact Owner,10000
28-05-2022,3,1150,2 out of 4,Carpet Area,"Pragathi Nagar, Moosapet",Hyderabad,Semi-Furnished,Family,3,Contact Owner,20000
10-06-2022,2,850,Ground out of 5,Carpet Area,Prem nagar-Erragadda,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,12500
02-06-2022,2,1000,2 out of 3,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,18000
21-06-2022,3,1400,3 out of 4,Carpet Area,"LB Nagar, NH 9",Hyderabad,Semi-Furnished,Family,3,Contact Owner,21000
10-07-2022,3,2700,23 out of 30,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors,3,Contact Agent,95000
19-05-2022,3,1700,7 out of 14,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Semi-Furnished,Family,3,Contact Owner,26000
02-06-2022,3,1742,25 out of 35,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,2,Contact Agent,53000
14-06-2022,2,1000,3 out of 4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,13000
29-06-2022,2,1440,1 out of 3,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
06-07-2022,3,1600,1 out of 6,Super Area,Chanda Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,28000
06-07-2022,3,1838,4 out of 30,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,57000
24-05-2022,2,1200,2 out of 2,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,10000
06-05-2022,3,200,1 out of 1,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,21467
23-05-2022,1,1050,2 out of 3,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors,1,Contact Agent,32000
07-07-2022,1,400,4 out of 4,Carpet Area,Humayun Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7000
06-07-2022,2,1350,5 out of 14,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,30000
17-05-2022,3,1960,13 out of 25,Super Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors,3,Contact Agent,40000
08-06-2022,1,800,1 out of 2,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,9000
02-07-2022,2,1000,2 out of 5,Super Area,Bachupally,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,15000
29-06-2022,2,1100,1 out of 4,Super Area,Begumpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,18000
29-05-2022,3,1480,2 out of 3,Super Area,Nizam Colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,25000
22-06-2022,1,700,Ground out of 3,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,8500
13-06-2022,3,1500,5 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,20000
25-06-2022,2,1000,5 out of 6,Super Area,Upperpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
11-06-2022,2,900,1 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12500
02-07-2022,3,1250,2 out of 8,Super Area,"Red Hills, Lakdikapul, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000
31-05-2022,2,1100,2 out of 2,Super Area,"Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,10000
12-05-2022,3,1300,3 out of 3,Super Area,"Lakdikapul, NH 9",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,18000
21-06-2022,3,1275,4 out of 5,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
14-06-2022,3,1265,2 out of 5,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,13000
29-04-2022,1,700,1 out of 3,Carpet Area,Panjagutta Colony,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,13000
20-05-2022,2,1150,1 out of 5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,25000
03-07-2022,2,850,Ground out of 2,Carpet Area,"Srinivasa Colony, Secunderabad",Hyderabad,Semi-Furnished,Family,2,Contact Owner,9000
02-06-2022,2,1285,2 out of 4,Super Area,"Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
06-07-2022,3,2000,Ground out of 2,Super Area,Thumukunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,15000
06-07-2022,2,1000,1 out of 1,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,20000
22-05-2022,1,700,4 out of 4,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,13500
25-06-2022,3,1100,4 out of 10,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,21000
06-07-2022,2,1000,1 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
18-06-2022,2,800,Ground out of 5,Super Area,"Chintal, NH 7",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
05-05-2022,2,1400,Ground out of 1,Super Area,Ammenpur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,10000
07-07-2022,2,1350,1 out of 5,Carpet Area,Hitech City,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,24000
01-05-2022,2,1100,1 out of 4,Super Area,"Hyder Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
29-06-2022,2,840,2 out of 3,Super Area,"SV Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8000
18-06-2022,2,1325,6 out of 8,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,55000
02-07-2022,5,3500,2 out of 3,Carpet Area,"Ramanthapur, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,6,Contact Owner,50000
10-05-2022,3,1250,5 out of 6,Carpet Area,"Chanda Naik Nagar, Madhapur",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,32000
06-06-2022,3,1500,3 out of 6,Super Area,Petbasheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,22000
03-06-2022,2,1050,1 out of 2,Carpet Area,Hydershakote,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8500
09-05-2022,3,1200,2 out of 3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
31-05-2022,3,1500,4 out of 5,Carpet Area,KBR Laxmi Residency,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,15000
06-06-2022,1,100,1 out of 2,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3000
02-06-2022,3,1742,23 out of 35,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,52000
08-07-2022,2,650,3 out of 4,Carpet Area,in Kushaiguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9500
06-07-2022,3,2235,Ground out of 10,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Family,5,Contact Agent,46000
08-07-2022,2,1000,1 out of 3,Super Area,"Gouri Shankar Nagar Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
20-05-2022,2,175,1 out of 3,Super Area,"Old Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8000
06-07-2022,2,160,Ground out of 2,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,9000
20-05-2022,2,1200,2 out of 3,Super Area,"Jillelguda, Medbowli",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,10000
26-05-2022,2,1283,5 out of 34,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors,2,Contact Agent,39000
22-05-2022,1,600,1 out of 3,Super Area,"Domalguda, Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,9000
10-07-2022,4,3455,12 out of 17,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,4,Contact Agent,120000
29-06-2022,3,1500,1 out of 2,Carpet Area,"Ayodhya Nagar, Quthbullapur",Hyderabad,Semi-Furnished,Family,3,Contact Owner,25000
06-07-2022,1,540,1 out of 5,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Agent,14000
30-06-2022,1,500,2 out of 2,Super Area,"Lalaguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6000
14-06-2022,2,1100,1 out of 4,Super Area,"Dilsukh Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
24-05-2022,2,1350,1 out of 2,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,8000
06-05-2022,1,400,2 out of 2,Super Area,Shamshabad,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6000
08-07-2022,2,120,Ground out of 2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000
12-05-2022,3,3050,Ground out of 2,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,35000
12-05-2022,2,400,Ground out of 2,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,16000
02-07-2022,2,800,1 out of 4,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000
02-07-2022,2,90,Ground out of 3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,10000
25-05-2022,1,500,1 out of 4,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,7000
16-05-2022,2,1150,1 out of 4,Super Area,Kistareddypet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8000
30-04-2022,3,1700,2 out of 3,Super Area,"Vahini nagar, Karkhana, Hyderabad road no 2a",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000
02-06-2022,2,1000,3 out of 5,Super Area,Nadeem Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
06-07-2022,3,1100,1 out of 4,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,10000
28-06-2022,3,1360,6 out of 8,Super Area,Badesahebguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,15000
29-06-2022,1,400,1 out of 2,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6500
02-05-2022,2,1150,1 out of 4,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,25000
25-06-2022,2,700,1 out of 5,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,12000
21-05-2022,1,100,Upper Basement out of 4,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,9000
05-07-2022,2,800,Ground out of 1,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,7000
02-07-2022,2,500,1 out of 5,Super Area,East Nehru Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
16-05-2022,2,900,1 out of 3,Super Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,9000
25-06-2022,3,1500,3 out of 4,Carpet Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,30000
05-06-2022,3,1600,1 out of 4,Super Area,Madhura Nagar,Hyderabad,Semi-Furnished,Family,3,Contact Owner,15500
27-05-2022,2,1300,1 out of 3,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10500
15-06-2022,3,1305,2 out of 5,Super Area,Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
12-05-2022,1,400,1 out of 2,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6000
12-05-2022,2,600,1 out of 2,Super Area,"Khaja Guda, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,15000
15-06-2022,2,1130,3 out of 5,Super Area,"Hyder Nagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,21000
06-07-2022,4,7000,Lower Basement out of 2,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,6,Contact Agent,400000
05-07-2022,1,890,4 out of 5,Carpet Area,Ameenpur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner,9000
14-06-2022,3,1606,9 out of 19,Super Area,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,30000
12-05-2022,1,650,Ground out of 3,Super Area,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6500
28-06-2022,2,600,3 out of 4,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6000
06-07-2022,2,1350,20 out of 35,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors,2,Contact Agent,45000
28-06-2022,2,1050,1 out of 4,Super Area,"Venkata Ramana Colony, Nagole",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,15000
22-06-2022,2,1600,1 out of 2,Super Area,Old Alwal,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,16000
12-05-2022,3,1840,3 out of 6,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,22000
12-05-2022,2,1100,5 out of 6,Super Area,Serilingampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
12-05-2022,2,800,2 out of 3,Super Area,Qutub Shahi Tombs,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000
12-05-2022,2,800,Ground out of 3,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,10000
20-05-2022,2,1100,1 out of 5,Super Area,"Boduppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
12-05-2022,3,2000,Ground out of 1,Super Area,"Bongloor, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,15000
12-05-2022,1,750,2 out of 5,Super Area,Balanagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,9000
12-05-2022,3,1650,3 out of 5,Super Area,"Pocharam, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000
01-06-2022,2,600,2 out of 2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,6500
21-06-2022,3,2352,1 out of 5,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,4,Contact Owner,45000
05-07-2022,3,2671,2 out of 14,Carpet Area,Whitefields,Hyderabad,Semi-Furnished,Family,3,Contact Owner,42000
20-05-2022,2,550,1 out of 4,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,12000
12-05-2022,3,1700,1 out of 5,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,24000
12-05-2022,2,1050,2 out of 2,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,16000
07-07-2022,6,2400,Ground out of 1,Super Area,"Mallikarjuna Nagar, Secunderabad",Hyderabad,Unfurnished,Family,4,Contact Owner,20000
02-07-2022,2,800,1 out of 2,Super Area,Vijaya Puri Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
16-05-2022,2,1000,2 out of 3,Super Area,"Koti, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
12-05-2022,2,1100,2 out of 3,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,8000
12-05-2022,1,160,Ground out of 1,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6500
09-06-2022,2,1230,5 out of 5,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner,22000
12-05-2022,1,500,Ground out of 5,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,6200
12-05-2022,1,300,2 out of 4,Super Area,Begumpet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,9000
04-06-2022,2,1156,Ground out of 2,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,9000
12-05-2022,2,1100,2 out of 4,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000
